word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
remove,remove,(2) A decision to remove the ONC-AA is final and not subject to further review unless the National Coordinator chooses to reconsider the removal.,Software/IT,0.828,0.95,0.6,0.0,True,Intra-Domain,Software/IT,remove from a position or an office,Software/IT,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract","The word ""remove"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] remove from a position or an office (context similarity=0.22)
  Candidate sense 2: [Software/IT] remove something concrete, as by lifting, pushing, or taking off, or remove something abstract (context similarity=0.20)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
review,review,(2) A decision to remove the ONC-AA is final and not subject to further review unless the National Coordinator chooses to reconsider the removal.,Software/IT,0.837,0.857,0.8,0.5,True,Intra-Domain,Software/IT,an essay or article that gives a critical evaluation (as of a book or play),Software/IT,a formal or official examination,"The word ""review"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an essay or article that gives a critical evaluation (as of a book or play) (context similarity=0.13)
  Candidate sense 2: [Software/IT] a formal or official examination (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
choose,chooses,(2) A decision to remove the ONC-AA is final and not subject to further review unless the National Coordinator chooses to reconsider the removal.,Software/IT,0.36,0.5,0.1,0.0,False,None,Software/IT,"pick out, select, or choose from a number of alternatives",,,"The word ""choose"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] pick out, select, or choose from a number of alternatives (context similarity=0.03)
  Candidate sense 2: [Software/IT] select as an alternative over another (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
standard,standards,The standards specified in Â§ 170.202(b) and (c).,Software/IT,0.725,0.9,0.4,0.0,False,None,Legal/Regulatory,an upright pole or beam (especially one used as a support),,,"The word ""standard"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Legal/Regulatory] an upright pole or beam (especially one used as a support) (context similarity=0.25)
  Candidate sense 2: [Legal/Regulatory] the ideal in terms of which something can be judged (context similarity=0.21)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Legal/Regulatory"" domain but represent distinct concepts."
specify,specified,The standards specified in Â§ 170.202(b) and (c).,Software/IT,0.5,0.5,0.5,0.5,False,None,Finance/Business,specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement,,,"The word ""specify"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Finance/Business] specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement (context similarity=0.00)
  Candidate sense 2: [Software/IT] decide upon or fix definitely (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Software/IT"")."
user,user,The user clicks this number to view his or her message inbox.,Software/IT,0.528,0.758,0.1,0.0,False,None,Software/IT,a person who takes drugs,,,"The word ""user"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a person who takes drugs (context similarity=0.21)
  Candidate sense 2: [Software/IT] a person who makes use of a thing; someone who uses or employs something (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
click,clicks,The user clicks this number to view his or her message inbox.,Software/IT,0.5,0.5,0.5,0.0,False,None,Software/IT,move or strike with a noise,,,"The word ""click"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] move or strike with a noise (context similarity=0.00)
  Candidate sense 2: [Software/IT] make a clicking or ticking sound (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
number,number,The user clicks this number to view his or her message inbox.,Software/IT,0.784,0.722,0.9,0.5,True,Intra-Domain,General,the number is used in calling a particular telephone,General,an item of merchandise offered for sale,"The word ""number"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] the number is used in calling a particular telephone (context similarity=0.28)
  Candidate sense 2: [General] an item of merchandise offered for sale (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
view,view,The user clicks this number to view his or her message inbox.,Software/IT,0.607,0.88,0.1,0.5,False,None,Software/IT,see or watch,,,"The word ""view"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] see or watch (context similarity=0.16)
  Candidate sense 2: [Healthcare] look at carefully; study mentally (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Healthcare"")."
message,message,The user clicks this number to view his or her message inbox.,Software/IT,0.517,0.795,0.0,0.0,False,None,Software/IT,a communication (usually brief) that is written or spoken or signaled,,,"The word ""message"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a communication (usually brief) that is written or spoken or signaled (context similarity=0.15)
  Candidate sense 2: [Software/IT] what a communication that is about something is about (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
specification,specifications,(c) Implementation specifications: Provision of access.,Software/IT,0.395,0.5,0.2,1.0,False,None,Finance/Business,a detailed description of design criteria for a piece of work,,,"The word ""specification"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Finance/Business] a detailed description of design criteria for a piece of work (context similarity=0.00)
  Candidate sense 2: [Software/IT] naming explicitly (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Software/IT"")."
provision,Provision,(c) Implementation specifications: Provision of access.,Software/IT,0.571,0.771,0.2,1.0,False,None,Healthcare,a stipulated condition,,,"The word ""provision"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] a stipulated condition (context similarity=0.28)
  Candidate sense 2: [General] the activity of supplying or providing something (context similarity=0.18)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""General"")."
access,access,(c) Implementation specifications: Provision of access.,Software/IT,0.746,0.932,0.4,0.5,False,None,Software/IT,the act of approaching or entering,,,"The word ""access"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the act of approaching or entering (context similarity=0.20)
  Candidate sense 2: [Software/IT] a way of entering or leaving (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
solution,solution,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.10)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
provide,provide,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.577,0.618,0.5,0.5,False,None,General,take measures in preparation for,,,"The word ""provide"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.11)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
solution,solutions,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.10)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
use,use,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.714,0.884,0.4,1.0,False,None,Legal/Regulatory,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,,,"The word ""use"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] put into service; make work or employ for a particular purpose or for its inherent or natural purpose (context similarity=0.11)
  Candidate sense 2: [Software/IT] use up, consume fully (context similarity=0.08)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""Software/IT"")."
know,known,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.847,0.819,0.9,1.0,True,Inter-Domain,Software/IT,"be able to distinguish, recognize as being different",General,be familiar or acquainted with a person or an object,"The word ""know"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] be able to distinguish, recognize as being different (context similarity=0.10)
  Candidate sense 2: [General] be familiar or acquainted with a person or an object (context similarity=0.07)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
version,versions,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.465,0.5,0.4,0.0,False,None,Software/IT,an interpretation of a matter from a particular viewpoint,,,"The word ""version"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] an interpretation of a matter from a particular viewpoint (context similarity=0.04)
  Candidate sense 2: [Software/IT] something a little different from others of the same type (context similarity=0.02)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
standard,standard,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.643,0.774,0.4,0.0,False,None,Legal/Regulatory,the value behind the money in a monetary system,,,"The word ""standard"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] the value behind the money in a monetary system (context similarity=0.11)
  Candidate sense 2: [Legal/Regulatory] a board measure = 1980 board feet (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Legal/Regulatory"" domain but represent distinct concepts."
code,code,Â§ 162.1002 Medical data code sets.,Software/IT,0.452,0.642,0.1,0.0,False,None,Software/IT,(computer science) the symbolic arrangement of data or instructions in a computer program or the set of such instructions,,,"The word ""code"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] (computer science) the symbolic arrangement of data or instructions in a computer program or the set of such instructions (context similarity=0.27)
  Candidate sense 2: [Software/IT] a set of rules or principles or laws (especially written ones) (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
set,sets,Â§ 162.1002 Medical data code sets.,Software/IT,0.988,0.982,1.0,0.5,True,Inter-Domain,General,several exercises intended to be done in series,Software/IT,representation consisting of the scenery and other properties used to identify the location of a dramatic production,"The word ""set"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] several exercises intended to be done in series (context similarity=0.13)
  Candidate sense 2: [Software/IT] representation consisting of the scenery and other properties used to identify the location of a dramatic production (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
solution,solution,The solution should provide designation of vitamins  minerals  etc. on the formulary.,Software/IT,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.13)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
provide,provide,The solution should provide designation of vitamins  minerals  etc. on the formulary.,Software/IT,0.685,0.785,0.5,0.5,False,None,General,take measures in preparation for,,,"The word ""provide"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.10)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
designation,designation,The solution should provide designation of vitamins  minerals  etc. on the formulary.,Software/IT,0.627,0.911,0.1,0.0,False,None,Software/IT,the act of designating or identifying something,,,"The word ""designation"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the act of designating or identifying something (context similarity=0.15)
  Candidate sense 2: [Software/IT] identifying word or words by which someone or something is called and classified or distinguished from others (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
solution,solution,The solution should restrict validation of orders to authorized personnel only.,Software/IT,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.13)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
restrict,restrict,The solution should restrict validation of orders to authorized personnel only.,Software/IT,0.624,0.853,0.2,0.0,False,None,Software/IT,place restrictions on,,,"The word ""restrict"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] place restrictions on (context similarity=0.21)
  Candidate sense 2: [Software/IT] place limits on (extent or access) (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
order,orders,The solution should restrict validation of orders to authorized personnel only.,Software/IT,0.954,0.929,1.0,0.5,True,Inter-Domain,Software/IT,"a request for something to be made, supplied, or served",Legal/Regulatory,"(often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed","The word ""order"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a request for something to be made, supplied, or served (context similarity=0.09)
  Candidate sense 2: [Legal/Regulatory] (often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed (context similarity=0.08)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""Legal/Regulatory"")."
add,add,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.733,0.913,0.4,0.0,False,None,Software/IT,make an addition by combining numbers,,,"The word ""add"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] make an addition by combining numbers (context similarity=0.46)
  Candidate sense 2: [Software/IT] constitute an addition (context similarity=0.39)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
insurance,insurance,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.606,0.879,0.1,0.0,False,None,Finance/Business,promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company,,,"The word ""insurance"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Finance/Business] promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company (context similarity=0.23)
  Candidate sense 2: [Finance/Business] written contract or certificate of insurance (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
company,company,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.894,0.998,0.7,0.0,True,Intra-Domain,Software/IT,a social or business visitor,Software/IT,a unit of firefighters including their equipment,"The word ""company"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a social or business visitor (context similarity=0.24)
  Candidate sense 2: [Software/IT] a unit of firefighters including their equipment (context similarity=0.24)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
click,clicking,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.175,0.0,0.5,0.0,False,None,Software/IT,make a clicking or ticking sound,,,"The word ""click"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] make a clicking or ticking sound (context similarity=0.11)
  Candidate sense 2: [Software/IT] move or strike with a noise (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
add,Add,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.733,0.913,0.4,0.0,False,None,Software/IT,make an addition by combining numbers,,,"The word ""add"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] make an addition by combining numbers (context similarity=0.46)
  Candidate sense 2: [Software/IT] constitute an addition (context similarity=0.39)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
company,Company,You can add a new insurance company by clicking 'Add a Company'.,Finance/Business,0.894,0.998,0.7,0.0,True,Intra-Domain,Software/IT,a social or business visitor,Software/IT,a unit of firefighters including their equipment,"The word ""company"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a social or business visitor (context similarity=0.24)
  Candidate sense 2: [Software/IT] a unit of firefighters including their equipment (context similarity=0.24)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
token,tokens,Configuration credentials and authentication tokens are not held in plain text in configuration files.,Software/IT,0.07,0.0,0.2,1.0,False,None,General,an individual instance of a type of symbol,,,"The word ""token"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] an individual instance of a type of symbol (context similarity=0.10)
  Candidate sense 2: [Healthcare] something serving as a sign of something else (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Healthcare"")."
hold,held,Configuration credentials and authentication tokens are not held in plain text in configuration files.,Software/IT,0.995,0.992,1.0,1.0,True,Inter-Domain,Healthcare,"remain in a certain state, position, or condition",General,"to close within bounds, limit or hold back from movement","The word ""hold"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] remain in a certain state, position, or condition (context similarity=0.09)
  Candidate sense 2: [General] to close within bounds, limit or hold back from movement (context similarity=0.09)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""General"")."
text,text,Configuration credentials and authentication tokens are not held in plain text in configuration files.,Software/IT,0.665,0.915,0.2,0.0,False,None,Software/IT,the words of something written,,,"The word ""text"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] the words of something written (context similarity=0.18)
  Candidate sense 2: [Software/IT] a book prepared for use in schools or colleges (context similarity=0.15)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
file,files,Configuration credentials and authentication tokens are not held in plain text in configuration files.,Software/IT,0.395,0.5,0.2,0.0,False,None,Software/IT,a set of related records (either written or electronic) kept together,,,"The word ""file"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a set of related records (either written or electronic) kept together (context similarity=0.00)
  Candidate sense 2: [Software/IT] a line of persons or things ranged one behind the other (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
solution,solution,The solution should capture  display and report all immunizations associated with a patient.,General,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.14)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
capture,capture,The solution should capture  display and report all immunizations associated with a patient.,General,0.673,0.82,0.4,0.0,False,None,Software/IT,succeed in representing or expressing something intangible,,,"The word ""capture"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] succeed in representing or expressing something intangible (context similarity=0.27)
  Candidate sense 2: [Software/IT] capture as if by hunting, snaring, or trapping (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
display,display,The solution should capture  display and report all immunizations associated with a patient.,General,0.78,0.984,0.4,0.0,True,Intra-Domain,Software/IT,behavior that makes your feelings public,Software/IT,exhibiting openly in public view,"The word ""display"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] behavior that makes your feelings public (context similarity=0.19)
  Candidate sense 2: [Software/IT] exhibiting openly in public view (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
report,report,The solution should capture  display and report all immunizations associated with a patient.,General,0.583,0.682,0.4,0.0,False,None,General,announce one's presence,,,"The word ""report"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] announce one's presence (context similarity=0.19)
  Candidate sense 2: [General] make known to the authorities (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
associate,associated,The solution should capture  display and report all immunizations associated with a patient.,General,0.36,0.5,0.1,1.0,False,None,Networking,make a logical or causal connection,,,"The word ""associate"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Networking] make a logical or causal connection (context similarity=0.04)
  Candidate sense 2: [Software/IT] keep company with; hang out with (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Networking"" vs. ""Software/IT"")."
solution,solution,"The solution should provide appropriate ""cautionary"" information for auxiliary labeling.",General,0.746,0.986,0.3,0.5,False,None,Software/IT,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,,,"The word ""solution"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution (context similarity=0.13)
  Candidate sense 2: [General] the successful action of solving a problem (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
provide,provide,"The solution should provide appropriate ""cautionary"" information for auxiliary labeling.",General,0.685,0.785,0.5,0.5,False,None,General,take measures in preparation for,,,"The word ""provide"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.10)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
information,information,"The solution should provide appropriate ""cautionary"" information for auxiliary labeling.",General,0.523,0.644,0.3,0.0,False,None,General,(communication theory) a numerical measure of the uncertainty of an outcome,,,"The word ""information"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] (communication theory) a numerical measure of the uncertainty of an outcome (context similarity=0.14)
  Candidate sense 2: [General] a message received and understood (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
care,care,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.766,0.964,0.4,0.0,True,Intra-Domain,Healthcare,a cause for feeling concern,Healthcare,attention and management implying responsibility for safety,"The word ""care"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] a cause for feeling concern (context similarity=0.10)
  Candidate sense 2: [Healthcare] attention and management implying responsibility for safety (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
provider,provider,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.606,0.933,0.0,1.0,False,None,Finance/Business,someone who provides the means for subsistence,,,"The word ""provider"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] someone who provides the means for subsistence (context similarity=0.09)
  Candidate sense 2: [Healthcare] someone whose business is to supply a particular service or commodity (context similarity=0.08)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""Healthcare"")."
transmit,transmits,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.395,0.5,0.2,1.0,False,None,Healthcare,transfer to another,,,"The word ""transmit"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] transfer to another (context similarity=0.00)
  Candidate sense 2: [Networking] transmit or serve as the medium for transmission (context similarity=0.00)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Networking"")."
information,information,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.523,0.644,0.3,0.0,False,None,General,(communication theory) a numerical measure of the uncertainty of an outcome,,,"The word ""information"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] (communication theory) a numerical measure of the uncertainty of an outcome (context similarity=0.11)
  Candidate sense 2: [General] a message received and understood (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
form,form,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.874,0.806,1.0,0.5,True,Inter-Domain,General,a printed document with spaces in which to write,Software/IT,an ability to perform well,"The word ""form"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] a printed document with spaces in which to write (context similarity=0.14)
  Candidate sense 2: [Software/IT] an ability to perform well (context similarity=0.10)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
connection,connection,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.798,0.85,0.7,0.0,True,Intra-Domain,Networking,shifting from one form of transportation to another,Networking,the state of being connected,"The word ""connection"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Networking] shifting from one form of transportation to another (context similarity=0.17)
  Candidate sense 2: [Networking] the state of being connected (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Networking"" domain but represent distinct concepts."
transaction,transaction,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.325,0.5,0.0,0.0,False,None,Finance/Business,the act of transacting within or between groups (as carrying on commercial activities),,,"The word ""transaction"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Finance/Business] the act of transacting within or between groups (as carrying on commercial activities) (context similarity=0.07)
Not flagged as ambiguous in this context."
