word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
subject,subject,(ii) To the individual who is the subject of the individually identifiable health information.,General,0.851,0.986,0.6,0.5,True,Intra-Domain,Software/IT,the subject matter of a conversation or discussion,Software/IT,a branch of knowledge,"The word ""subject"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] the subject matter of a conversation or discussion (context similarity=0.16)
  Candidate sense 2: [Software/IT] a branch of knowledge (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
try,try,The administrator types an invalid code information and is prompted to try again.,General,0.851,0.932,0.7,0.0,True,Intra-Domain,Software/IT,put on a garment in order to see whether it fits and looks nice,Software/IT,take a sample of,"The word ""try"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] put on a garment in order to see whether it fits and looks nice (context similarity=0.21)
  Candidate sense 2: [Software/IT] take a sample of (context similarity=0.19)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
begin,begins,Final payments are determined at the time of settling the first 12-month hospital cost report for the hospital fiscal year that begins on or after the first day of the payment year  and settled on the basis of data from that cost reporting period.,Finance/Business,0.851,0.878,0.8,0.5,True,Inter-Domain,Software/IT,have a beginning characterized in some specified way,General,"be the first item or point, constitute the beginning or start, come first in a series","The word ""begin"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] have a beginning characterized in some specified way (context similarity=0.16)
  Candidate sense 2: [General] be the first item or point, constitute the beginning or start, come first in a series (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
case,Case,US Department of Health and Human Services Remote Monitoring Use Case.,Software/IT,0.851,0.771,1.0,0.0,True,Intra-Domain,Software/IT,a person requiring professional services,Software/IT,the quantity contained in a case,"The word ""case"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a person requiring professional services (context similarity=0.26)
  Candidate sense 2: [Software/IT] the quantity contained in a case (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
security,Security,1102  1812(d)  1814(b)  1815  1833(a)  (i)  and (n)  1861(v)  1871  1881  1883  and 1886 of the Social Security Act (42 U.S.C. 1302  1395d(d)  1395f(b)  1395g  1395l(a)  (i)  and (n)  1395x(v)  1395hh  1395rr  1395tt  and 1395ww); and sec.,Legal/Regulatory,0.851,0.933,0.7,0.0,True,Intra-Domain,Legal/Regulatory,a department responsible for the security of the institution's property and workers,Legal/Regulatory,an electrical device that sets off an alarm when someone tries to break in,"The word ""security"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] a department responsible for the security of the institution's property and workers (context similarity=0.38)
  Candidate sense 2: [Legal/Regulatory] an electrical device that sets off an alarm when someone tries to break in (context similarity=0.34)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Legal/Regulatory"" domain but represent distinct concepts."
security,security,The solution should provide EMR security administrators with the ability to grant authorizations for roles according to scope of practice  organizational policy  or jurisdictional law.,Legal/Regulatory,0.851,0.933,0.7,0.0,True,Intra-Domain,Legal/Regulatory,a department responsible for the security of the institution's property and workers,Legal/Regulatory,an electrical device that sets off an alarm when someone tries to break in,"The word ""security"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Legal/Regulatory] a department responsible for the security of the institution's property and workers (context similarity=0.17)
  Candidate sense 2: [Legal/Regulatory] an electrical device that sets off an alarm when someone tries to break in (context similarity=0.15)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Legal/Regulatory"" domain but represent distinct concepts."
space,space,Data Recipient shall have the right to use all Individually Identifiable Health Information (IIHI) provided to it by the Data Custodian for the Research  Public Health or Health Care Operations purposes as listed below (be brief but use as much space as necessary):,Software/IT,0.85,0.93,0.7,0.0,True,Intra-Domain,Software/IT,a blank area,Software/IT,an empty area (usually bounded in some way between things),"The word ""space"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a blank area (context similarity=0.12)
  Candidate sense 2: [Software/IT] an empty area (usually bounded in some way between things) (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
action,action,The solution should support the recording of an intervention by the pharmacist  what drugs were involved  steps of action taken by the pharmacist  and possible effects.,General,0.85,0.878,0.8,0.0,True,Intra-Domain,General,a military engagement,General,the most important or interesting work or activity in a specific area or field,"The word ""action"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] a military engagement (context similarity=0.16)
  Candidate sense 2: [General] the most important or interesting work or activity in a specific area or field (context similarity=0.12)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
date,date,Electronically record the time and date in accordance with the standard specified in Â§ 170.210(g)  and user identification when a medication is administered.,Healthcare,0.849,0.982,0.6,0.5,True,Inter-Domain,Legal/Regulatory,a particular day specified as the time something happens,Software/IT,a particular but unspecified point in time,"The word ""date"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Legal/Regulatory] a particular day specified as the time something happens (context similarity=0.26)
  Candidate sense 2: [Software/IT] a particular but unspecified point in time (context similarity=0.25)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Legal/Regulatory"" vs. ""Software/IT"")."
state,State,A State must select the methodology described in either paragraph (c) or paragraph (d) of section (or both methodologies).,Software/IT,0.848,0.981,0.6,0.5,True,Inter-Domain,General,the way something is with respect to its main attributes,Software/IT,a state of depression or agitation,"The word ""state"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] the way something is with respect to its main attributes (context similarity=0.12)
  Candidate sense 2: [Software/IT] a state of depression or agitation (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
state,State,Â§ 495.350 State Medicaid agency attestations.,Software/IT,0.848,0.981,0.6,0.5,True,Inter-Domain,General,the way something is with respect to its main attributes,Software/IT,a state of depression or agitation,"The word ""state"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] the way something is with respect to its main attributes (context similarity=0.19)
  Candidate sense 2: [Software/IT] a state of depression or agitation (context similarity=0.18)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
change,changed,Finalizing is the act of publishing into the system in a way that others may access information that has changed.,General,0.847,0.873,0.8,0.0,True,Intra-Domain,Software/IT,undergo a change; become different in essence; losing one's or its original nature,Software/IT,change from one vehicle or transportation line to another,"The word ""change"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] undergo a change; become different in essence; losing one's or its original nature (context similarity=0.19)
  Candidate sense 2: [Software/IT] change from one vehicle or transportation line to another (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
apply,apply,Except as otherwise provided  the following definitions apply to this subchapter:,Software/IT,0.847,0.873,0.8,0.5,True,Inter-Domain,General,apply oneself to,Software/IT,apply to a surface,"The word ""apply"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] apply oneself to (context similarity=0.31)
  Candidate sense 2: [Software/IT] apply to a surface (context similarity=0.24)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
know,known,The solution should provide the ability to interoperate with solutions that use known different versions of a terminology standard.,Legal/Regulatory,0.847,0.819,0.9,1.0,True,Inter-Domain,Software/IT,"be able to distinguish, recognize as being different",General,be familiar or acquainted with a person or an object,"The word ""know"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] be able to distinguish, recognize as being different (context similarity=0.10)
  Candidate sense 2: [General] be familiar or acquainted with a person or an object (context similarity=0.07)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
green,green,Doing so brings up a lightbox containing several fields which are searchable (labeled in green).,Software/IT,0.847,0.98,0.6,0.0,True,Intra-Domain,Software/IT,an environmentalist who belongs to the Green Party,Software/IT,an area of closely cropped grass surrounding the hole on a golf course,"The word ""green"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an environmentalist who belongs to the Green Party (context similarity=0.18)
  Candidate sense 2: [Software/IT] an area of closely cropped grass surrounding the hole on a golf course (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
column,column,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.843,0.92,0.7,0.5,True,Inter-Domain,General,a vertical array of numbers or other information,Software/IT,an article giving opinions or perspectives,"The word ""column"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [General] a vertical array of numbers or other information (context similarity=0.16)
  Candidate sense 2: [Software/IT] an article giving opinions or perspectives (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
board,Board,The Board may extend the initial 30 day period for a period of time not to exceed 30 days if a party files with the Board a request for an extension within the initial 30 day period and shows good cause.,Software/IT,0.843,0.92,0.7,0.5,True,Inter-Domain,Software/IT,a flat portable surface (usually rectangular) designed for board games,General,a vertical surface on which information can be displayed to public view,"The word ""board"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a flat portable surface (usually rectangular) designed for board games (context similarity=0.21)
  Candidate sense 2: [General] a vertical surface on which information can be displayed to public view (context similarity=0.18)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
board,Board,The Board may extend the initial 30 day period for a period of time not to exceed 30 days if a party files with the Board a request for an extension within the initial 30 day period and shows good cause.,Software/IT,0.843,0.92,0.7,0.5,True,Inter-Domain,Software/IT,a flat portable surface (usually rectangular) designed for board games,General,a vertical surface on which information can be displayed to public view,"The word ""board"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a flat portable surface (usually rectangular) designed for board games (context similarity=0.21)
  Candidate sense 2: [General] a vertical surface on which information can be displayed to public view (context similarity=0.18)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
number,number,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.841,0.81,0.9,0.5,True,Intra-Domain,General,the number is used in calling a particular telephone,General,an item of merchandise offered for sale,"The word ""number"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [General] the number is used in calling a particular telephone (context similarity=0.32)
  Candidate sense 2: [General] an item of merchandise offered for sale (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
bring,brings,Doing so brings up a lightbox containing several fields which are searchable (labeled in green).,Software/IT,0.841,0.81,0.9,0.5,True,Intra-Domain,Software/IT,take something or somebody with oneself somewhere,Software/IT,bestow a quality on,"The word ""bring"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] take something or somebody with oneself somewhere (context similarity=0.10)
  Candidate sense 2: [Software/IT] bestow a quality on (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
number,number,(iii) The number  type  and practice location(s) of providers who qualified for an incentive payment on the basis of demonstrating that they are meaningful users of certified EHR technology;,Finance/Business,0.841,0.81,0.9,0.5,True,Intra-Domain,General,the number is used in calling a particular telephone,General,an item of merchandise offered for sale,"The word ""number"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [General] the number is used in calling a particular telephone (context similarity=0.14)
  Candidate sense 2: [General] an item of merchandise offered for sale (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
number,Number,(7) A multi-site hospital with one CMS Certification Number is considered one hospital for purposes of calculating payment.,Healthcare,0.841,0.81,0.9,0.5,True,Intra-Domain,General,the number is used in calling a particular telephone,General,an item of merchandise offered for sale,"The word ""number"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] the number is used in calling a particular telephone (context similarity=0.16)
  Candidate sense 2: [General] an item of merchandise offered for sale (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
bring,brings,This brings up the Edit Event window.,General,0.841,0.81,0.9,0.5,True,Intra-Domain,Software/IT,take something or somebody with oneself somewhere,Software/IT,bestow a quality on,"The word ""bring"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] take something or somebody with oneself somewhere (context similarity=0.16)
  Candidate sense 2: [Software/IT] bestow a quality on (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
number,number,The number with a '-' in the 'Prv' column indicates the number of insurance companies for which this invoice is awaiting payment.,Finance/Business,0.841,0.81,0.9,0.5,True,Intra-Domain,General,the number is used in calling a particular telephone,General,an item of merchandise offered for sale,"The word ""number"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [General] the number is used in calling a particular telephone (context similarity=0.32)
  Candidate sense 2: [General] an item of merchandise offered for sale (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
show,shows,The Board may extend the initial 30 day period for a period of time not to exceed 30 days if a party files with the Board a request for an extension within the initial 30 day period and shows good cause.,Software/IT,0.84,0.754,1.0,0.0,True,Intra-Domain,Software/IT,be or become visible or noticeable,Software/IT,"give evidence of, as of records","The word ""show"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] be or become visible or noticeable (context similarity=0.09)
  Candidate sense 2: [Software/IT] give evidence of, as of records (context similarity=0.06)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
enter,entered,The patient  UAP  or personal representative tries to enter more than one weight data point or more than one pedometer data point for the day and is told additional data cannot be entered.,Software/IT,0.84,0.916,0.7,0.5,True,Inter-Domain,Healthcare,become a participant; be involved in,Software/IT,to come or go into,"The word ""enter"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] become a participant; be involved in (context similarity=0.16)
  Candidate sense 2: [Software/IT] to come or go into (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
enter,enter,The patient  UAP  or personal representative tries to enter more than one weight data point or more than one pedometer data point for the day and is told additional data cannot be entered.,Software/IT,0.84,0.916,0.7,0.5,True,Inter-Domain,Healthcare,become a participant; be involved in,Software/IT,to come or go into,"The word ""enter"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] become a participant; be involved in (context similarity=0.16)
  Candidate sense 2: [Software/IT] to come or go into (context similarity=0.14)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Healthcare"" vs. ""Software/IT"")."
program,program,(a) Operate its certification program in accordance with ISO or IEC Guide 65:1996 (incorporated by reference in Â§ 170.499) and testing program in accordance with ISO or IEC 17025:2005 (incorporated by reference in Â§ 170.499);,Legal/Regulatory,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.14)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
record,record,The solution should conform to Data Retention  Availability  and Destruction to provide the ability to inactivate  obsolete  or destroy structured health record information.,Software/IT,0.839,0.967,0.6,0.5,True,Intra-Domain,Healthcare,a compilation of the known facts regarding something or someone,Healthcare,the sum of recognized accomplishments,"The word ""record"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.15)
  Candidate sense 2: [Healthcare] the sum of recognized accomplishments (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
program,Program,These violations include  but are not limited to: false  fraudulent  or abusive activities that affect the ONC HIT Certification Program  a program administered by HHS  or any program administered by the Federal government.,Software/IT,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.24)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
program,program,These violations include  but are not limited to: false  fraudulent  or abusive activities that affect the ONC HIT Certification Program  a program administered by HHS  or any program administered by the Federal government.,Software/IT,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.24)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
program,program,These violations include  but are not limited to: False  fraudulent  or abusive activities that affect the temporary certification program  a program administered by HHS or any program administered by the Federal government.,Software/IT,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.24)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
program,program,(a) Operate its certification program in accordance with ISO or IEC Guide 65:1996 (incorporated by reference in Â§ 170.499) and testing program in accordance with ISO or IEC 17025:2005 (incorporated by reference in Â§ 170.499);,Legal/Regulatory,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Legal/Regulatory"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.14)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
program,program,These violations include  but are not limited to: False  fraudulent  or abusive activities that affect the temporary certification program  a program administered by HHS or any program administered by the Federal government.,Software/IT,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.24)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
release,Release,(3) Health Level Seven Implementation Guide: Clinical Document Architecture (CDA) Release 2âContinuity of Care Document (CCD)  April 01  2007  IBR approved for Â§ 170.205.,General,0.839,0.752,1.0,0.5,True,Inter-Domain,General,a legal document evidencing the discharge of a debt or obligation,Software/IT,a device that when pressed will release part of a mechanism,"The word ""release"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] a legal document evidencing the discharge of a debt or obligation (context similarity=0.20)
  Candidate sense 2: [Software/IT] a device that when pressed will release part of a mechanism (context similarity=0.12)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""General"" vs. ""Software/IT"")."
program,program,These violations include  but are not limited to: False  fraudulent  or abusive activities that affect the temporary certification program  a program administered by HHS or any program administered by the Federal government.,Software/IT,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.24)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
record,record,The solution should provide the ability to append corrected unstructured health record information to the original unstructured health record information.,General,0.839,0.967,0.6,0.5,True,Intra-Domain,Healthcare,a compilation of the known facts regarding something or someone,Healthcare,the sum of recognized accomplishments,"The word ""record"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.25)
  Candidate sense 2: [Healthcare] the sum of recognized accomplishments (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
record,record,The solution should provide the ability to append corrected unstructured health record information to the original unstructured health record information.,General,0.839,0.967,0.6,0.5,True,Intra-Domain,Healthcare,a compilation of the known facts regarding something or someone,Healthcare,the sum of recognized accomplishments,"The word ""record"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.25)
  Candidate sense 2: [Healthcare] the sum of recognized accomplishments (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
program,program,These violations include  but are not limited to: false  fraudulent  or abusive activities that affect the ONC HIT Certification Program  a program administered by HHS  or any program administered by the Federal government.,Software/IT,0.839,0.968,0.6,0.0,True,Intra-Domain,Software/IT,a system of projects or services intended to meet a public need,Software/IT,a radio or television show,"The word ""program"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a system of projects or services intended to meet a public need (context similarity=0.24)
  Candidate sense 2: [Software/IT] a radio or television show (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
right,right,(i) The protected health information is excepted from the right of access by paragraph (a)(1) of this section.,General,0.838,0.966,0.6,0.5,True,Inter-Domain,Software/IT,the piece of ground in the outfield on the catcher's right,General,location near or direction toward the right side; i.e. the side to the south when a person or object faces east,"The word ""right"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] the piece of ground in the outfield on the catcher's right (context similarity=0.18)
  Candidate sense 2: [General] location near or direction toward the right side; i.e. the side to the south when a person or object faces east (context similarity=0.17)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
review,review,(2) A decision to remove the ONC-AA is final and not subject to further review unless the National Coordinator chooses to reconsider the removal.,Software/IT,0.837,0.857,0.8,0.5,True,Intra-Domain,Software/IT,an essay or article that gives a critical evaluation (as of a book or play),Software/IT,a formal or official examination,"The word ""review"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an essay or article that gives a critical evaluation (as of a book or play) (context similarity=0.13)
  Candidate sense 2: [Software/IT] a formal or official examination (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
records,Records,The solution should provide the ability to attribute record and display the identity of all users contributing to or finalizing a document or note  including the date and time of entry (see appropriate criteria in IN.2.2 (Auditable Records)).,General,0.837,0.965,0.6,1.0,True,Inter-Domain,Finance/Business,a document that can serve as legal evidence of a transaction,General,anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events,"The word ""records"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Finance/Business] a document that can serve as legal evidence of a transaction (context similarity=0.14)
  Candidate sense 2: [General] anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""General"")."
record,record,The solution should provide the ability to attribute record and display the identity of all users contributing to or finalizing a document or note  including the date and time of entry (see appropriate criteria in IN.2.2 (Auditable Records)).,General,0.837,0.965,0.6,1.0,True,Inter-Domain,Finance/Business,a document that can serve as legal evidence of a transaction,General,anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events,"The word ""record"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Finance/Business] a document that can serve as legal evidence of a transaction (context similarity=0.14)
  Candidate sense 2: [General] anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events (context similarity=0.13)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Finance/Business"" vs. ""General"")."
record,record,Maintain an audit log of tracking numbers in a file that is treated as a business record of the organization.,Software/IT,0.833,0.959,0.6,0.0,True,Intra-Domain,Healthcare,the sum of recognized accomplishments,Healthcare,a compilation of the known facts regarding something or someone,"The word ""record"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] the sum of recognized accomplishments (context similarity=0.16)
  Candidate sense 2: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.15)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
record,record,The solution should provide the ability to obsolete  inactivate  nullify  destroy and archive a patient's record in accordance with local policies and procedures  as well as applicable laws and regulations.,Healthcare,0.833,0.959,0.6,0.0,True,Intra-Domain,Healthcare,the sum of recognized accomplishments,Healthcare,a compilation of the known facts regarding something or someone,"The word ""record"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] the sum of recognized accomplishments (context similarity=0.12)
  Candidate sense 2: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
record,record,The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,Healthcare,0.833,0.959,0.6,0.0,True,Intra-Domain,Healthcare,the sum of recognized accomplishments,Healthcare,a compilation of the known facts regarding something or someone,"The word ""record"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Healthcare] the sum of recognized accomplishments (context similarity=0.15)
  Candidate sense 2: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
screen,screen,This brings you to the main Billing screen.,Finance/Business,0.832,0.903,0.7,0.0,True,Intra-Domain,Software/IT,a white or silvered surface where pictures can be projected for viewing,Software/IT,the display that is electronically created on the surface of the large end of a cathode-ray tube,"The word ""screen"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Software/IT] a white or silvered surface where pictures can be projected for viewing (context similarity=0.25)
  Candidate sense 2: [Software/IT] the display that is electronically created on the surface of the large end of a cathode-ray tube (context similarity=0.21)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
